10033,1,4,5,47,12,10,16,38,14,29,45,22
10205,9,7,3,21,18,12,28,3,17,44,19,34
11247,2,4,1,32,20,7,14,18,39,9,6,33
11252,8,2,3,34,23,49,26,34,15,20,39,47
12984,2,4,3,24,15,35,36,13,46,20,36,8
14904,3,2,7,5,17,38,29,11,35,31,26,47
15385,1,6,5,7,3,31,40,49,47,27,22,11
18064,2,7,8,24,6,15,40,18,47,25,35,49
20142,2,3,4,29,18,44,16,25,15,4,31,23
20198,6,5,4,10,43,7,15,22,30,27,31,21
20908,7,5,4,32,15,10,2,46,28,24,15,50
21591,8,4,7,5,21,47,1,0,8,27,32,49
22656,5,8,2,28,1,8,19,33,1,38,4,37
24934,4,3,2,28,33,33,31,40,11,29,3,25
24954,3,6,8,36,27,20,1,25,2,37,4,4
25148,9,2,3,50,32,32,12,41,33,34,45,44
25466,5,4,9,33,19,4,37,45,48,37,40,31
26595,2,8,6,13,33,2,18,37,1,26,24,16
26974,2,3,4,9,29,8,47,25,44,21,37,12
27221,8,1,6,29,25,8,14,24,25,40,14,13
28940,4,2,6,2,5,29,10,10,41,8,23,31
29487,2,3,5,39,27,16,49,49,29,38,30,31
30526,7,2,6,2,46,10,5,45,41,13,10,4
30594,5,8,3,22,41,17,39,11,16,44,27,0
30754,5,1,4,31,45,20,28,16,41,8,13,8
33739,7,2,5,33,13,3,20,47,46,30,48,15
35121,5,2,9,39,12,10,18,3,19,8,45,25
35859,3,5,7,18,27,34,50,1,2,18,30,36
36202,1,7,5,12,8,46,43,45,28,25,30,1
36446,9,4,3,25,39,49,13,1,36,23,5,3
37020,5,8,1,26,5,24,14,45,47,24,27,47
37922,6,4,2,48,33,29,24,36,25,6,50,49
38676,4,1,3,6,14,4,27,5,2,39,15,28
39886,7,3,5,23,6,48,47,3,3,1,33,32
40654,3,7,4,8,3,2,10,41,15,18,20,5
41598,2,6,9,20,18,28,12,24,38,43,2,42
44190,7,2,3,21,37,19,17,45,4,50,39,24
44778,7,9,1,14,47,5,32,7,38,7,34,2
44822,2,8,9,25,26,0,33,6,28,0,10,39
45385,6,2,3,46,2,13,39,3,4,3,37,27
46853,6,9,5,21,19,20,48,34,36,28,25,11
47584,6,5,8,48,25,8,19,49,35,9,5,24
50121,3,7,1,32,1,9,10,45,31,11,21,37
50199,4,7,3,35,31,5,12,49,0,39,21,37
50355,2,5,8,28,49,8,27,19,43,21,6,40
50714,7,5,8,27,8,3,15,28,5,23,36,27
51123,3,6,2,23,3,23,39,20,48,39,40,7
54252,6,4,5,34,46,9,3,41,44,11,9,12
54833,8,4,2,3,1,50,3,39,43,48,38,19
55508,2,4,8,11,22,17,48,22,48,33,25,7
55671,4,6,2,6,11,8,47,11,32,44,30,50
56049,6,4,8,48,24,30,48,18,39,19,32,47
57652,3,7,8,23,1,49,26,38,32,31,38,3
59470,7,5,1,20,20,37,9,25,39,17,48,12
60228,5,6,9,45,42,13,37,38,49,1,25,25
60832,2,9,8,3,24,27,10,33,30,21,36,13
61222,1,8,4,2,47,50,48,14,45,41,44,35
62031,4,9,3,50,25,23,21,16,2,45,37,46
62219,7,2,6,7,23,15,17,39,39,33,22,15
62478,3,5,6,49,46,14,35,33,4,5,28,14
65770,3,2,6,36,30,7,1,17,45,16,50,6
65833,3,5,9,8,15,25,25,16,15,50,28,41
65996,2,7,6,14,41,17,5,16,30,16,38,45
66110,3,2,5,33,28,12,14,43,49,40,11,13
66983,8,2,6,43,16,41,23,16,44,10,29,45
67256,3,8,2,34,24,7,20,23,34,43,33,49
67321,8,1,3,27,26,23,0,41,30,16,24,45
67679,3,8,9,26,3,19,5,10,42,18,28,47
70060,1,3,6,0,45,49,22,7,21,37,47,48
72231,8,2,9,19,34,2,19,18,2,43,42,6
72245,7,1,3,4,46,14,32,29,2,24,46,26
72417,8,7,6,31,40,2,20,36,13,47,46,28
73269,3,7,5,0,28,23,27,38,30,16,23,18
73812,8,2,3,28,41,20,18,41,32,38,29,6
74693,7,1,3,26,48,10,38,23,20,11,15,45
78279,8,6,5,3,34,24,26,19,46,7,5,1
78721,8,5,4,25,37,24,11,43,43,46,46,34
80025,8,1,9,30,42,24,2,41,21,25,3,16
80880,5,8,4,32,15,45,41,47,38,15,40,11
80996,3,8,2,9,25,6,4,30,14,12,17,24
81361,3,4,6,28,20,10,38,9,2,49,40,44
82372,3,2,7,16,40,23,43,23,11,14,36,46
82868,8,3,2,44,41,20,24,25,24,10,2,13
83152,4,6,3,28,34,8,29,47,20,32,12,37
84377,5,4,2,14,31,38,32,7,41,46,25,10
84599,4,8,6,20,9,37,33,26,41,17,18,45
85696,4,6,8,39,38,15,49,31,25,13,1,10
86644,7,2,8,15,25,11,26,18,49,36,21,28
86809,6,5,2,13,48,6,1,17,41,3,26,16
86828,7,5,9,1,18,11,7,2,49,49,14,6
87568,6,8,3,50,15,17,18,36,1,39,16,48
88777,6,9,2,47,13,20,19,29,35,3,38,23
90165,7,5,8,21,42,16,41,40,27,37,22,0
90717,5,2,6,40,34,27,5,46,40,24,32,47
91487,7,4,9,26,12,40,37,11,34,46,13,24
92769,3,7,8,7,9,16,5,18,45,6,35,9
93781,2,6,7,19,38,35,24,10,28,8,16,18
94124,2,6,4,23,35,1,45,5,27,40,40,48
95792,7,5,4,7,34,33,13,21,47,18,30,28
98807,6,4,8,30,39,49,8,16,32,3,13,1
