10787,3,2,5,28,12,2,19,32,35,50,23,50
10839,3,6,7,27,27,14,36,5,13,19,24,6
11064,3,8,4,16,38,12,0,6,18,10,43,35
11589,1,5,3,6,22,36,39,38,9,29,13,35
11612,7,9,5,4,2,32,31,23,14,43,17,8
11620,3,8,7,24,38,12,7,24,24,9,0,11
12058,9,8,3,44,41,50,1,45,15,28,23,42
12722,5,7,8,45,29,38,40,13,17,49,17,13
13254,4,6,2,27,46,29,16,21,34,33,3,29
13864,4,3,6,11,2,29,6,35,47,44,16,48
15058,4,2,7,35,17,11,35,33,17,18,12,22
16042,8,2,6,28,32,38,11,49,0,32,39,47
16299,1,2,4,21,12,31,20,17,45,27,33,19
16820,1,4,3,43,36,9,13,38,3,14,43,12
18033,3,7,1,47,26,15,46,36,43,39,47,21
19234,4,6,1,10,29,44,31,18,30,13,49,28
19338,6,8,1,13,42,25,46,39,15,37,39,22
19377,2,9,8,14,36,12,4,46,10,42,17,2
19542,6,3,2,45,25,43,11,44,30,25,29,11
22267,8,9,3,3,38,1,35,49,10,18,44,50
22698,4,8,5,8,36,26,31,36,41,49,4,41
22722,8,6,7,6,41,21,47,28,16,43,40,35
23106,7,8,6,41,46,8,48,10,44,20,20,10
24614,6,2,5,35,10,37,47,37,0,25,38,38
25448,9,5,4,36,49,4,22,29,45,42,37,46
25897,7,8,5,8,3,47,27,13,13,0,41,19
25968,2,6,9,32,23,17,47,28,1,31,39,1
26701,4,8,3,5,34,26,44,9,44,48,1,25
27243,5,4,6,4,31,9,28,38,33,1,28,34
27946,4,7,9,37,37,33,35,34,32,17,44,7
27969,5,7,6,5,24,19,32,13,36,43,9,41
28427,9,5,8,17,3,44,26,42,27,4,28,25
29040,6,5,4,46,11,16,30,17,30,18,29,10
30108,9,8,6,23,31,25,32,26,48,44,44,8
31326,5,2,8,49,14,11,27,22,28,28,43,34
32130,3,7,5,44,15,6,34,45,17,29,16,9
33792,8,3,2,30,29,39,6,14,7,41,24,9
34326,9,2,7,4,33,42,42,34,16,2,24,10
34377,1,8,6,2,43,10,28,23,33,34,46,42
34416,7,3,4,42,25,32,29,30,19,45,24,14
36099,2,4,8,42,20,44,22,5,13,20,43,5
37983,4,3,9,21,48,3,9,36,45,25,6,14
38960,5,2,7,19,36,33,16,46,24,34,30,0
39531,8,6,3,10,3,14,37,9,15,25,19,4
41418,4,6,8,26,32,45,50,40,9,35,46,48
41785,8,9,7,36,47,19,48,11,26,17,19,2
41848,1,8,6,50,8,8,44,35,32,3,50,37
42508,1,5,6,14,31,50,38,29,40,36,42,1
42786,6,7,9,3,25,38,39,41,32,40,36,45
43283,2,4,5,27,36,27,12,44,28,8,22,5
43600,3,5,7,49,38,33,17,26,29,9,9,20
44389,9,7,3,26,0,23,4,14,16,37,23,31
44670,6,3,4,16,31,34,2,50,49,27,50,7
44991,7,6,8,41,48,24,5,9,18,44,45,20
46340,7,4,9,29,32,38,23,36,13,34,21,49
47054,8,3,6,41,38,16,37,21,18,1,20,15
48767,4,3,8,42,5,45,17,36,36,8,18,22
49069,1,4,8,0,48,20,4,9,28,40,5,48
51230,3,4,9,24,25,43,15,13,1,18,35,12
51262,3,1,8,25,30,8,9,35,34,22,9,33
53212,8,7,4,10,44,2,48,16,33,4,42,23
54065,2,6,5,28,48,23,12,5,7,40,7,38
54488,8,6,5,23,46,48,45,27,35,37,21,26
56573,7,9,6,34,7,4,19,37,37,7,29,4
57181,4,9,2,13,39,32,1,6,38,31,20,27
57718,5,3,8,2,21,49,38,49,29,13,37,29
57953,8,3,4,10,30,32,19,9,26,10,15,2
58564,3,6,7,20,6,41,23,41,7,40,1,36
60565,7,1,6,12,36,6,22,3,40,15,10,49
61726,9,7,3,42,13,35,14,41,11,5,16,48
62072,6,8,4,47,34,21,43,25,48,26,7,14
64288,4,2,3,2,7,47,0,34,37,14,21,45
64560,6,2,3,26,14,49,39,50,11,19,49,17
64582,9,5,7,41,11,17,7,37,45,33,27,47
66618,8,2,6,46,34,27,35,38,12,11,34,1
67611,6,4,3,37,12,19,5,24,15,24,32,3
68100,1,7,2,21,47,39,17,10,26,34,25,26
69593,3,7,9,28,8,41,8,9,37,9,33,12
70032,9,3,6,17,16,43,1,7,16,47,40,20
70344,7,8,9,21,36,1,49,5,33,47,41,12
71490,5,1,6,16,1,46,0,23,31,3,24,1
73645,3,8,2,42,27,49,34,2,39,33,9,1
74036,8,4,5,22,2,39,37,19,9,23,6,44
74503,4,6,5,0,20,49,21,6,11,42,8,35
75480,4,3,7,10,38,5,20,23,21,31,48,35
76124,5,1,6,37,12,14,2,22,46,18,7,34
77600,7,9,5,21,21,5,46,14,32,46,13,10
81562,6,4,2,15,12,35,16,30,2,42,7,42
83076,7,5,9,24,39,21,21,35,33,32,5,41
83633,3,5,8,22,23,48,18,33,41,48,13,48
86829,2,4,5,19,6,6,30,43,9,39,47,50
87120,3,7,5,40,25,1,22,45,31,46,10,8
88476,7,3,4,33,30,33,41,25,47,25,38,3
89303,3,5,4,34,38,16,35,19,28,31,35,38
91015,3,7,4,37,37,12,37,36,12,49,35,46
92264,5,8,3,33,34,34,22,20,43,22,13,7
93061,9,4,7,11,21,4,23,33,48,3,7,23
96188,9,5,7,27,29,20,42,44,17,3,5,9
96280,3,7,6,36,25,9,34,34,5,30,35,45
97076,7,2,8,7,48,38,10,21,28,28,49,4
